Player,Game Type,Rk,G,Date,Age,Tm,Venue,Opp,Outcome,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Game
Kareem Abdul Jabbar,Regular Season,67,67,2/21/70,22-311,MIL,,SEA,W (+13),,43:00:00,18,25,0.72,,,,15,23,0.652,,,8,3,,,,4,51,67
Kareem Abdul Jabbar,Regular Season,68,68,2/22/70,22-312,MIL,@,PHO,W (+20),,44:00:00,14,21,0.667,,,,6,10,0.6,,,13,3,,,,4,34,68
Kareem Abdul Jabbar,Regular Season,69,69,2/24/70,22-314,MIL,@,DET,L (-25),,45:00:00,21,32,0.656,,,,4,4,1,,,13,1,,,,3,46,69
Kareem Abdul Jabbar,Regular Season,70,70,2/25/70,22-315,MIL,,BAL,W (+2),,48:00:00,10,22,0.455,,,,7,9,0.778,,,16,4,,,,2,27,70
Kareem Abdul Jabbar,Regular Season,71,71,2/27/70,22-317,MIL,,DET,W (+18),,41:00:00,15,27,0.556,,,,3,6,0.5,,,16,6,,,,3,33,71
Kareem Abdul Jabbar,Regular Season,72,72,3/1/70,22-319,MIL,,CIN,W (+6),,48:00:00,11,24,0.458,,,,10,13,0.769,,,17,3,,,,3,32,72
Kareem Abdul Jabbar,Regular Season,73,73,3/3/70,22-321,MIL,,PHI,W (+11),,47:00:00,13,23,0.565,,,,5,7,0.714,,,19,1,,,,1,31,73
Kareem Abdul Jabbar,Regular Season,74,74,3/5/70,22-323,MIL,,ATL,L (-9),,47:00:00,18,27,0.667,,,,3,4,0.75,,,4,5,,,,1,39,74
Kareem Abdul Jabbar,Regular Season,75,75,3/6/70,22-324,MIL,@,DET,W (+3),,42:00:00,17,27,0.63,,,,4,7,0.571,,,10,3,,,,4,38,75
Kareem Abdul Jabbar,Regular Season,76,76,3/8/70,22-326,MIL,@,BOS,W (+4),,48:00:00,12,17,0.706,,,,20,25,0.8,,,14,2,,,,2,44,76
Kareem Abdul Jabbar,Regular Season,77,77,3/9/70,22-327,MIL,,SEA,W (+19),,31:00:00,12,19,0.632,,,,1,2,0.5,,,18,1,,,,0,25,77
Kareem Abdul Jabbar,Regular Season,78,78,3/10/70,22-328,MIL,@,ATL,L (-13),,43:00:00,16,24,0.667,,,,8,12,0.667,,,13,3,,,,4,40,78
Kareem Abdul Jabbar,Regular Season,79,79,3/15/70,22-333,MIL,,CHI,L (-23),,35:00:00,11,16,0.688,,,,8,10,0.8,,,12,6,,,,1,30,79
Kareem Abdul Jabbar,Regular Season,80,80,3/18/70,22-336,MIL,@,NYK,W (+8),,44:00:00,10,20,0.5,,,,6,9,0.667,,,16,2,,,,4,26,80
Kareem Abdul Jabbar,Regular Season,81,81,3/20/70,22-338,MIL,@,PHI,W (+26),,39:00:00,16,18,0.889,,,,9,9,1,,,15,6,,,,2,41,81
Kareem Abdul Jabbar,Regular Season,82,82,3/22/70,22-340,MIL,@,CHI,L (-14),,37:00:00,9,17,0.529,,,,9,17,0.529,,,9,5,,,,3,27,82
Kareem Abdul Jabbar,Regular Season,1,1,10/17/70,23-184,MIL,@,ATL,W (+9),1,41:00:00,13,23,0.565,,,,6,8,0.75,,,17,0,,,,4,32,83
Kareem Abdul Jabbar,Regular Season,2,2,10/20/70,23-187,MIL,@,DET,L (-1),1,42:00:00,16,20,0.8,,,,6,10,0.6,,,16,2,,,,5,38,84
Kareem Abdul Jabbar,Regular Season,3,3,10/24/70,23-191,MIL,,BAL,W (+2),1,53:00:00,14,24,0.583,,,,11,16,0.688,,,17,,,,,0,39,85
Kareem Abdul Jabbar,Regular Season,4,4,10/25/70,23-192,MIL,,SEA,W (+19),1,36:00:00,17,26,0.654,,,,3,4,0.75,,,14,0,,,,4,37,86
Kareem Abdul Jabbar,Regular Season,5,5,10/27/70,23-194,MIL,,SDR,W (+13),1,31:00:00,7,15,0.467,,,,6,9,0.667,,,10,2,,,,6,20,87
Kareem Abdul Jabbar,Regular Season,6,6,10/31/70,23-198,MIL,@,CIN,W (+21),1,42:00:00,10,15,0.667,,,,8,11,0.727,,,22,3,,,,2,28,88
Kareem Abdul Jabbar,Regular Season,7,7,11/4/70,23-202,MIL,@,CLE,W (+2),1,45:00:00,20,32,0.625,,,,13,14,0.929,,,11,3,,,,4,53,89
Kareem Abdul Jabbar,Regular Season,8,8,11/8/70,23-206,MIL,,PHO,W (+20),1,32:00:00,8,14,0.571,,,,10,14,0.714,,,8,1,,,,3,26,90
Kareem Abdul Jabbar,Regular Season,9,9,11/11/70,23-209,MIL,@,BOS,W (+10),1,48:00:00,17,24,0.708,,,,10,12,0.833,,,15,3,,,,2,44,91
Kareem Abdul Jabbar,Regular Season,10,10,11/14/70,23-212,MIL,@,BUF,W (+9),1,,13,25,0.52,,,,1,7,0.143,,,20,7,,,,0,27,92
Kareem Abdul Jabbar,Regular Season,11,11,11/15/70,23-213,MIL,,BAL,W (+15),1,42:00:00,11,19,0.579,,,,5,6,0.833,,,21,3,,,,4,27,93
Kareem Abdul Jabbar,Regular Season,12,12,11/16/70,23-214,MIL,,SFW,W (+19),1,45:00:00,13,27,0.481,,,,5,9,0.556,,,12,3,,,,4,31,94
Kareem Abdul Jabbar,Regular Season,13,13,11/18/70,23-216,MIL,@,SDR,W (+6),1,37:00:00,9,18,0.5,,,,7,11,0.636,,,16,2,,,,4,25,95
Kareem Abdul Jabbar,Regular Season,14,14,11/20/70,23-218,MIL,@,LAL,W (+17),1,30:00:00,13,32,0.406,,,,3,4,0.75,,,13,0,,,,6,29,96
Kareem Abdul Jabbar,Regular Season,15,15,11/21/70,23-219,MIL,@,SFW,W (+25),1,43:00:00,13,25,0.52,,,,2,5,0.4,,,15,1,,,,3,28,97
Kareem Abdul Jabbar,Regular Season,16,16,11/22/70,23-220,MIL,@,POR,W (+22),1,40:00:00,13,18,0.722,,,,4,4,1,,,26,4,,,,2,30,98
Kareem Abdul Jabbar,Regular Season,17,17,11/24/70,23-222,MIL,@,CHI,W (+9),1,47:00:00,14,21,0.667,,,,9,12,0.75,,,15,3,,,,6,37,99
Kareem Abdul Jabbar,Regular Season,18,18,11/25/70,23-223,MIL,,DET,W (+26),1,40:00:00,13,24,0.542,,,,5,9,0.556,,,17,3,,,,3,31,100
Kareem Abdul Jabbar,Regular Season,19,19,11/27/70,23-225,MIL,,NYK,L (-9),1,47:00:00,14,25,0.56,,,,5,9,0.556,,,16,3,,,,5,33,101
Kareem Abdul Jabbar,Regular Season,20,20,11/28/70,23-226,MIL,@,NYK,L (-1),1,48:00:00,12,28,0.429,,,,11,14,0.786,,,24,2,,,,5,35,102
Kareem Abdul Jabbar,Regular Season,21,21,11/29/70,23-227,MIL,,POR,W (+13),1,35:00:00,14,21,0.667,,,,5,7,0.714,,,10,3,,,,2,33,103
Kareem Abdul Jabbar,Regular Season,22,22,12/3/70,23-231,MIL,,CHI,W (+7),1,32:00:00,9,18,0.5,,,,4,8,0.5,,,10,7,,,,5,22,104
Kareem Abdul Jabbar,Regular Season,23,23,12/4/70,23-232,MIL,,PHI,W (+6),1,47:00:00,14,19,0.737,,,,7,17,0.412,,,18,1,,,,3,35,105
Kareem Abdul Jabbar,Regular Season,24,24,12/8/70,23-236,MIL,,ATL,W (+21),1,40:00:00,11,18,0.611,,,,2,2,1,,,13,3,,,,2,24,106
Kareem Abdul Jabbar,Regular Season,25,25,12/9/70,23-237,MIL,@,BAL,L (-30),1,38:00:00,11,18,0.611,,,,2,5,0.4,,,15,4,,,,2,24,107
Kareem Abdul Jabbar,Regular Season,26,26,12/11/70,23-239,MIL,,CLE,W (+42),1,40:00:00,15,21,0.714,,,,4,5,0.8,,,17,6,,,,3,34,108
Kareem Abdul Jabbar,Regular Season,27,27,12/12/70,23-240,MIL,@,PHO,L (-2),1,48:00:00,17,23,0.739,,,,2,6,0.333,,,17,1,,,,4,36,109
Kareem Abdul Jabbar,Regular Season,28,28,12/13/70,23-241,MIL,@,SEA,W (+17),1,47:00:00,17,33,0.515,,,,6,8,0.75,,,22,3,,,,3,40,110
Kareem Abdul Jabbar,Regular Season,29,29,12/18/70,23-246,MIL,,BOS,W (+10),1,40:00:00,19,27,0.704,,,,2,5,0.4,,,15,1,,,,5,40,111
Kareem Abdul Jabbar,Regular Season,30,30,12/19/70,23-247,MIL,@,CIN,L (-9),1,45:00:00,15,32,0.469,,,,5,8,0.625,,,20,3,,,,2,35,112
Kareem Abdul Jabbar,Regular Season,31,31,12/20/70,23-248,MIL,,BUF,W (+30),1,,10,16,0.625,,,,7,9,0.778,,,13,,,,,0,27,113
Kareem Abdul Jabbar,Regular Season,32,32,12/21/70,23-249,MIL,,LAL,W (+25),1,42:00:00,17,33,0.515,,,,3,8,0.375,,,16,0,,,,4,37,114
Kareem Abdul Jabbar,Regular Season,33,33,12/26/70,23-254,MIL,,SFW,W (+20),1,44:00:00,16,25,0.64,,,,2,2,1,,,15,3,,,,4,34,115
Kareem Abdul Jabbar,Regular Season,34,34,12/28/70,23-256,MIL,,CIN,W (+23),1,40:00:00,13,19,0.684,,,,3,5,0.6,,,15,2,,,,4,29,116
Kareem Abdul Jabbar,Regular Season,35,35,12/29/70,23-257,MIL,@,CLE,W (+22),1,38:00:00,9,14,0.643,,,,5,7,0.714,,,15,3,,,,2,23,117
Kareem Abdul Jabbar,Regular Season,36,36,12/30/70,23-258,MIL,@,PHI,L (-12),1,40:00:00,11,23,0.478,,,,8,11,0.727,,,18,2,,,,5,30,118
Kareem Abdul Jabbar,Regular Season,37,37,1/2/71,23-261,MIL,,CLE,W (+45),1,31:00:00,8,15,0.533,,,,11,16,0.688,,,12,1,,,,4,27,119
Kareem Abdul Jabbar,Regular Season,38,38,1/4/71,23-263,MIL,,SEA,W (+14),1,41:00:00,16,26,0.615,,,,6,7,0.857,,,15,4,,,,4,38,120
Kareem Abdul Jabbar,Regular Season,39,39,1/6/71,23-265,MIL,,CHI,W (+13),1,31:00:00,9,20,0.45,,,,6,6,1,,,9,3,,,,4,24,121
Kareem Abdul Jabbar,Regular Season,40,40,1/7/71,23-266,MIL,,NYK,W (+10),1,25:00:00,11,22,0.5,,,,2,6,0.333,,,13,1,,,,5,24,122
Kareem Abdul Jabbar,Regular Season,41,41,1/9/71,23-268,MIL,,DET,W (+18),1,43:00:00,10,21,0.476,,,,7,8,0.875,,,14,10,,,,3,27,123
Kareem Abdul Jabbar,Regular Season,42,42,1/10/71,23-269,MIL,,BAL,W (+52),1,28:00:00,13,19,0.684,,,,4,5,0.8,,,17,5,,,,4,30,124
Kareem Abdul Jabbar,Regular Season,43,43,1/15/71,23-274,MIL,,CIN,W (+19),1,35:00:00,14,17,0.824,,,,7,10,0.7,,,16,5,,,,1,35,125
Kareem Abdul Jabbar,Regular Season,44,44,1/16/71,23-275,MIL,@,CHI,W (+20),1,36:00:00,10,16,0.625,,,,5,5,1,,,19,8,,,,4,25,126
Kareem Abdul Jabbar,Regular Season,45,45,1/17/71,23-276,MIL,,BOS,W (+7),1,45:00:00,17,30,0.567,,,,10,15,0.667,,,20,5,,,,2,44,127
Kareem Abdul Jabbar,Regular Season,46,46,1/20/71,23-279,MIL,@,BAL,W (+4),1,48:00:00,17,28,0.607,,,,5,6,0.833,,,20,3,,,,3,39,128
Kareem Abdul Jabbar,Regular Season,47,47,1/22/71,23-281,MIL,,ATL,L (-7),1,42:00:00,8,13,0.615,,,,0,1,0,,,20,4,,,,2,16,129
Kareem Abdul Jabbar,Regular Season,48,48,1/23/71,23-282,MIL,,POR,W (+25),1,37:00:00,20,23,0.87,,,,4,9,0.444,,,17,7,,,,2,44,130
Kareem Abdul Jabbar,Regular Season,49,49,1/24/71,23-283,MIL,@,ATL,W (+22),1,44:00:00,9,11,0.818,,,,6,7,0.857,,,17,8,,,,3,24,131
Kareem Abdul Jabbar,Regular Season,50,50,1/26/71,23-285,MIL,@,NYK,L (-9),1,45:00:00,11,32,0.344,,,,7,8,0.875,,,25,4,,,,3,29,132
Kareem Abdul Jabbar,Regular Season,51,51,1/27/71,23-286,MIL,@,BOS,W (+3),1,48:00:00,22,31,0.71,,,,9,14,0.643,,,14,7,,,,2,53,133
Kareem Abdul Jabbar,Regular Season,52,52,1/29/71,23-288,MIL,@,PHI,W (+24),1,40:00:00,12,16,0.75,,,,7,11,0.636,,,13,6,,,,4,31,134
Kareem Abdul Jabbar,Regular Season,53,53,1/31/71,23-290,MIL,,DET,W (+27),1,41:00:00,12,21,0.571,,,,4,6,0.667,,,10,5,,,,1,28,135
Kareem Abdul Jabbar,Regular Season,54,54,2/2/71,23-292,MIL,@,POR,L (-12),1,48:00:00,13,19,0.684,,,,12,17,0.706,,,9,4,,,,3,38,136
Kareem Abdul Jabbar,Regular Season,55,55,2/3/71,23-293,MIL,@,SDR,W (+7),1,44:00:00,10,24,0.417,,,,5,9,0.556,,,12,5,,,,2,25,137
Kareem Abdul Jabbar,Regular Season,56,56,2/5/71,23-295,MIL,@,LAL,L (-23),1,34:00:00,10,21,0.476,,,,7,8,0.875,,,10,3,,,,2,27,138
Kareem Abdul Jabbar,Regular Season,57,57,2/6/71,23-296,MIL,@,SFW,W (+26),1,33:00:00,8,19,0.421,,,,1,1,1,,,11,3,,,,3,17,139
Kareem Abdul Jabbar,Regular Season,58,58,2/8/71,23-298,MIL,,PHO,W (+24),1,39:00:00,15,24,0.625,,,,9,10,0.9,,,23,2,,,,2,39,140
Kareem Abdul Jabbar,Regular Season,59,59,2/9/71,23-299,MIL,@,DET,W (+1),1,46:00:00,13,22,0.591,,,,12,12,1,,,16,5,,,,5,38,141
Kareem Abdul Jabbar,Regular Season,60,60,2/11/71,23-301,MIL,,LAL,W (+34),1,32:00:00,13,30,0.433,,,,5,6,0.833,,,21,0,,,,4,31,142
Kareem Abdul Jabbar,Regular Season,61,61,2/13/71,23-303,MIL,,CHI,W (+7),1,40:00:00,15,33,0.455,,,,5,8,0.625,,,20,2,,,,2,35,143
Kareem Abdul Jabbar,Regular Season,62,62,2/14/71,23-304,MIL,@,ATL,W (+36),1,37:00:00,10,18,0.556,,,,3,5,0.6,,,19,1,,,,3,23,144
Kareem Abdul Jabbar,Regular Season,63,63,2/16/71,23-306,MIL,@,BUF,W (+32),1,42:00:00,18,24,0.75,,,,2,4,0.5,,,20,3,,,,3,38,145
Kareem Abdul Jabbar,Regular Season,64,64,2/17/71,23-307,MIL,,PHI,W (+5),1,39:00:00,15,24,0.625,,,,11,16,0.688,,,13,2,,,,6,41,146
Kareem Abdul Jabbar,Regular Season,65,65,2/19/71,23-309,MIL,@,SEA,W (+16),1,45:00:00,18,29,0.621,,,,6,9,0.667,,,29,7,,,,3,42,147
Kareem Abdul Jabbar,Regular Season,66,66,2/20/71,23-310,MIL,@,SFW,W (+8),1,43:00:00,12,30,0.4,,,,1,3,0.333,,,19,2,,,,1,25,148
Kareem Abdul Jabbar,Regular Season,67,67,2/21/71,23-311,MIL,@,PHO,W (+28),1,43:00:00,12,19,0.632,,,,12,17,0.706,,,21,3,,,,3,36,149
Kareem Abdul Jabbar,Regular Season,68,68,2/23/71,23-313,MIL,,SFW,W (+11),1,39:00:00,12,27,0.444,,,,1,3,0.333,,,16,2,,,,0,25,150
Kareem Abdul Jabbar,Regular Season,69,69,2/24/71,23-314,MIL,,SDR,W (+35),1,31:00:00,8,15,0.533,,,,4,5,0.8,,,13,4,,,,4,20,151
Kareem Abdul Jabbar,Regular Season,70,70,2/26/71,23-316,MIL,,CIN,W (+24),1,35:00:00,9,16,0.563,,,,6,8,0.75,,,22,2,,,,2,24,152
Kareem Abdul Jabbar,Regular Season,71,71,2/28/71,23-318,MIL,@,BOS,W (+12),1,43:00:00,9,26,0.346,,,,8,8,1,,,30,3,,,,1,26,153
Kareem Abdul Jabbar,Regular Season,72,72,3/1/71,23-319,MIL,,PHI,W (+24),1,32:00:00,13,19,0.684,,,,3,6,0.5,,,8,4,,,,4,29,154
Kareem Abdul Jabbar,Regular Season,73,73,3/3/71,23-321,MIL,,LAL,W (+15),1,31:00:00,7,21,0.333,,,,1,3,0.333,,,6,2,,,,5,15,155
Kareem Abdul Jabbar,Regular Season,74,74,3/4/71,23-322,MIL,,BUF,W (+3),1,40:00:00,11,23,0.478,,,,3,3,1,,,17,6,,,,2,25,156
Kareem Abdul Jabbar,Regular Season,75,75,3/5/71,23-323,MIL,@,DET,W (+13),1,47:00:00,14,21,0.667,,,,6,8,0.75,,,11,3,,,,2,34,157
Kareem Abdul Jabbar,Regular Season,76,76,3/8/71,23-326,MIL,,SEA,W (+5),1,43:00:00,13,24,0.542,,,,6,9,0.667,,,16,3,,,,1,32,158
Kareem Abdul Jabbar,Regular Season,77,77,3/9/71,23-327,MIL,@,CHI,L (-7),1,46:00:00,18,25,0.72,,,,3,3,1,,,17,3,,,,5,39,159
Kareem Abdul Jabbar,Regular Season,78,78,3/13/71,23-331,MIL,@,NYK,L (-5),1,45:00:00,16,29,0.552,,,,2,6,0.333,,,16,4,,,,1,34,160
Kareem Abdul Jabbar,Regular Season,79,79,3/14/71,23-332,MIL,,PHO,L (-12),1,33:00:00,12,19,0.632,,,,14,16,0.875,,,15,2,,,,5,38,161
Kareem Abdul Jabbar,Regular Season,80,80,3/16/71,23-334,MIL,@,PHO,W (+8),1,41:00:00,17,25,0.68,,,,14,20,0.7,,,14,1,,,,4,48,162
Kareem Abdul Jabbar,Regular Season,81,81,3/18/71,23-336,MIL,@,SEA,L (-1),1,44:00:00,15,23,0.652,,,,9,10,0.9,,,13,6,,,,3,39,163
Kareem Abdul Jabbar,Regular Season,82,82,3/19/71,23-337,MIL,@,SDR,L (-12),1,24:00:00,10,19,0.526,,,,2,7,0.286,,,10,3,,,,1,22,164
Kareem Abdul Jabbar,Regular Season,1,1,10/14/71,24-181,MIL,@,PHO,W (+13),1,46:00:00,13,22,0.591,,,,5,8,0.625,,,19,5,,,,4,31,165
Kareem Abdul Jabbar,Regular Season,2,2,10/16/71,24-183,MIL,@,SEA,W (+7),1,48:00:00,12,17,0.706,,,,1,6,0.167,,,12,5,,,,2,25,166
Kareem Abdul Jabbar,Regular Season,3,3,10/17/71,24-184,MIL,@,POR,W (+33),1,34:00:00,10,23,0.435,,,,5,10,0.5,,,15,3,,,,2,25,167
Kareem Abdul Jabbar,Regular Season,4,4,10/19/71,24-186,MIL,,CLE,W (+34),1,34:00:00,11,18,0.611,,,,2,5,0.4,,,10,1,,,,4,24,168
Kareem Abdul Jabbar,Regular Season,5,5,10/22/71,24-189,MIL,,BUF,W (+19),1,38:00:00,18,23,0.783,,,,2,6,0.333,,,10,5,,,,2,38,169
Kareem Abdul Jabbar,Regular Season,6,6,10/23/71,24-190,MIL,@,PHI,W (+22),1,46:00:00,16,25,0.64,,,,8,12,0.667,,,29,4,,,,3,40,170
Kareem Abdul Jabbar,Regular Season,7,7,10/26/71,24-193,MIL,,BAL,W (+30),1,42:00:00,10,19,0.526,,,,4,7,0.571,,,13,5,,,,1,24,171
Kareem Abdul Jabbar,Regular Season,8,8,10/29/71,24-196,MIL,@,BOS,L (-11),1,44:00:00,18,32,0.563,,,,7,10,0.7,,,17,2,,,,1,43,172
Kareem Abdul Jabbar,Regular Season,9,9,10/31/71,24-198,MIL,@,CLE,W (+16),1,40:00:00,14,19,0.737,,,,7,13,0.538,,,14,4,,,,5,35,173
Kareem Abdul Jabbar,Regular Season,10,10,11/5/71,24-203,MIL,@,CHI,W (+2),1,48:00:00,12,23,0.522,,,,9,11,0.818,,,18,4,,,,3,33,174
Kareem Abdul Jabbar,Regular Season,11,11,11/6/71,24-204,MIL,,DET,W (+28),1,39:00:00,11,18,0.611,,,,7,9,0.778,,,14,3,,,,3,29,175
Kareem Abdul Jabbar,Regular Season,12,12,11/9/71,24-207,MIL,,PHO,W (+5),1,46:00:00,17,24,0.708,,,,10,11,0.909,,,15,4,,,,5,44,176
Kareem Abdul Jabbar,Regular Season,13,13,11/10/71,24-208,MIL,@,ATL,W (+6),1,47:00:00,13,21,0.619,,,,7,9,0.778,,,17,7,,,,2,33,177
Kareem Abdul Jabbar,Regular Season,14,14,11/12/71,24-210,MIL,,HOU,W (+9),1,,14,22,0.636,,,,3,7,0.429,,,24,5,,,,,31,178
Kareem Abdul Jabbar,Regular Season,15,15,11/13/71,24-211,MIL,@,BUF,W (+21),1,,11,,,,,,7,9,0.778,,,19,4,,,,,29,179
Kareem Abdul Jabbar,Regular Season,16,16,11/14/71,24-212,MIL,,PHI,W (+11),1,42:00:00,15,24,0.625,,,,16,22,0.727,,,19,3,,,,4,46,180
Kareem Abdul Jabbar,Regular Season,17,17,11/16/71,24-214,MIL,@,POR,W (+20),1,40:00:00,11,20,0.55,,,,11,14,0.786,,,17,5,,,,1,33,181
Kareem Abdul Jabbar,Regular Season,18,18,11/19/71,24-217,MIL,@,SEA,W (+1),1,48:00:00,12,21,0.571,,,,12,17,0.706,,,23,5,,,,2,36,182
Kareem Abdul Jabbar,Regular Season,19,19,11/20/71,24-218,MIL,@,GSW,L (-7),1,48:00:00,7,14,0.5,,,,3,3,1,,,25,6,,,,1,17,183
Kareem Abdul Jabbar,Regular Season,20,20,11/21/71,24-219,MIL,@,LAL,L (-7),1,48:00:00,17,33,0.515,,,,5,6,0.833,,,17,6,,,,4,39,184
Kareem Abdul Jabbar,Regular Season,21,21,11/23/71,24-221,MIL,@,DET,W (+8),1,,15,24,0.625,,,,4,8,0.5,,,17,7,,,,,34,185
Kareem Abdul Jabbar,Regular Season,22,22,11/24/71,24-222,MIL,,ATL,W (+34),1,,13,,,,,,7,12,0.583,,,19,4,,,,,33,186
Kareem Abdul Jabbar,Regular Season,23,23,11/26/71,24-224,MIL,,POR,W (+15),1,41:00:00,15,24,0.625,,,,3,4,0.75,,,14,3,,,,3,33,187
Kareem Abdul Jabbar,Regular Season,24,24,11/27/71,24-225,MIL,@,CIN,W (+33),1,,7,17,0.412,,,,6,11,0.545,,,16,4,,,,,20,188
Kareem Abdul Jabbar,Regular Season,25,25,11/30/71,24-228,MIL,,GSW,L (-3),1,45:00:00,13,24,0.542,,,,4,7,0.571,,,24,4,,,,5,30,189
Kareem Abdul Jabbar,Regular Season,26,26,12/4/71,24-232,MIL,,CHI,W (+3),1,45:00:00,15,24,0.625,,,,11,16,0.688,,,23,4,,,,1,41,190
