Player,Game Type,Rk,G,Date,Age,Tm,Venue,Opp,Outcome,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Game
Kareem Abdul Jabbar,Regular Season,2,2,11/8/87,40-206,LAL,,HOU,W (+9),1,28:00:00,3,9,0.333,0,0,,5,6,0.833,0,2,2,0,1,2,2,5,11,1409
Kareem Abdul Jabbar,Regular Season,3,3,11/10/87,40-208,LAL,@,SAS,W (+9),1,33:00:00,7,14,0.5,0,0,,4,4,1,2,4,6,4,2,1,1,4,18,1410
Kareem Abdul Jabbar,Regular Season,4,4,11/12/87,40-210,LAL,,LAC,W (+29),1,27:00:00,5,9,0.556,0,0,,3,5,0.6,3,7,10,1,0,1,1,0,13,1411
Kareem Abdul Jabbar,Regular Season,5,5,11/14/87,40-212,LAL,@,GSW,W (+8),1,30:00:00,5,8,0.625,0,0,,3,4,0.75,1,5,6,3,0,1,1,1,13,1412
Kareem Abdul Jabbar,Regular Season,6,6,11/15/87,40-213,LAL,,SAS,W (+17),1,26:00:00,7,13,0.538,0,0,,5,5,1,1,3,4,3,0,3,1,2,19,1413
Kareem Abdul Jabbar,Regular Season,7,7,11/17/87,40-215,LAL,,POR,W (+27),1,18:00,5,6,0.833,0,0,,2,4,0.5,0,3,3,1,0,1,2,3,12,1414
Kareem Abdul Jabbar,Regular Season,8,8,11/20/87,40-218,LAL,,DAL,W (+3),1,33:00:00,6,8,0.75,0,0,,0,2,0,2,7,9,3,1,1,2,2,12,1415
Kareem Abdul Jabbar,Regular Season,9,9,11/22/87,40-220,LAL,,MIL,L (-8),1,37:00:00,5,11,0.455,0,0,,0,0,,3,4,7,3,1,3,0,2,10,1416
Kareem Abdul Jabbar,Regular Season,10,10,11/24/87,40-222,LAL,@,SEA,L (-18),1,29:00:00,5,15,0.333,0,0,,2,2,1,3,2,5,3,0,0,8,2,12,1417
Kareem Abdul Jabbar,Regular Season,11,11,11/27/87,40-225,LAL,,DEN,W (+8),1,32:00:00,11,19,0.579,0,0,,4,6,0.667,1,3,4,1,2,0,1,4,26,1418
Kareem Abdul Jabbar,Regular Season,12,12,12/1/87,40-229,LAL,@,SAC,W (+5),1,40:00:00,11,21,0.524,0,0,,5,5,1,3,6,9,1,1,1,5,2,27,1419
Kareem Abdul Jabbar,Regular Season,13,13,12/2/87,40-230,LAL,,POR,L (-13),1,24:00:00,7,12,0.583,0,0,,2,4,0.5,1,2,3,3,0,0,1,3,16,1420
Kareem Abdul Jabbar,Regular Season,14,14,12/4/87,40-232,LAL,@,MIL,L (-2),1,32:00:00,3,10,0.3,0,0,,1,2,0.5,1,4,5,1,1,3,4,3,7,1421
Kareem Abdul Jabbar,Regular Season,15,15,12/5/87,40-233,LAL,@,CLE,L (-2),1,38:00:00,7,16,0.438,0,0,,5,6,0.833,0,5,5,2,0,0,2,2,19,1422
Kareem Abdul Jabbar,Regular Season,16,16,12/8/87,40-236,LAL,@,NJN,W (+17),1,26:00:00,8,13,0.615,0,0,,1,2,0.5,2,6,8,0,0,1,1,5,17,1423
Kareem Abdul Jabbar,Regular Season,17,17,12/9/87,40-237,LAL,@,WSB,L (-8),1,40:00:00,12,22,0.545,0,0,,1,2,0.5,3,3,6,0,2,4,3,3,25,1424
Kareem Abdul Jabbar,Regular Season,18,18,12/11/87,40-239,LAL,@,BOS,W (+1),1,34:00:00,10,14,0.714,0,0,,3,4,0.75,1,7,8,1,0,0,4,4,23,1425
Kareem Abdul Jabbar,Regular Season,19,19,12/13/87,40-241,LAL,,CLE,W (+1),1,36:00:00,7,12,0.583,0,0,,2,2,1,1,3,4,0,0,1,3,1,16,1426
Kareem Abdul Jabbar,Regular Season,20,20,12/15/87,40-243,LAL,,PHO,W (+25),1,27:00:00,4,7,0.571,0,0,,4,4,1,1,8,9,2,1,3,2,2,12,1427
Kareem Abdul Jabbar,Regular Season,21,21,12/17/87,40-245,LAL,@,GSW,W (+7),1,25:00:00,4,10,0.4,0,0,,0,2,0,2,3,5,0,0,2,2,4,8,1428
Kareem Abdul Jabbar,Regular Season,22,22,12/19/87,40-247,LAL,@,LAC,W (+11),1,22:00,5,7,0.714,0,0,,1,1,1,1,4,5,0,0,0,1,4,11,1429
Kareem Abdul Jabbar,Regular Season,23,23,12/20/87,40-248,LAL,,SEA,W (+9),1,36:00:00,2,9,0.222,0,0,,5,6,0.833,2,6,8,4,2,1,3,5,9,1430
Kareem Abdul Jabbar,Regular Season,24,24,12/23/87,40-251,LAL,,SAC,W (+14),1,26:00:00,7,11,0.636,0,0,,0,0,,1,6,7,2,0,2,1,2,14,1431
Kareem Abdul Jabbar,Regular Season,25,25,12/26/87,40-254,LAL,@,UTA,W (+8),1,31:00:00,7,11,0.636,0,0,,3,4,0.75,4,5,9,3,0,0,2,3,17,1432
Kareem Abdul Jabbar,Regular Season,26,26,12/29/87,40-257,LAL,,PHI,W (+16),1,17:00,5,6,0.833,0,0,,0,0,,0,0,0,1,0,1,0,4,10,1433
Kareem Abdul Jabbar,Regular Season,27,27,1/3/88,40-262,LAL,@,POR,W (+17),1,27:00:00,5,9,0.556,0,0,,3,4,0.75,2,5,7,1,0,0,2,2,13,1434
Kareem Abdul Jabbar,Regular Season,28,28,1/4/88,40-263,LAL,,SAS,W (+18),1,23:00,8,12,0.667,0,0,,1,1,1,0,7,7,1,0,3,3,4,17,1435
Kareem Abdul Jabbar,Regular Season,29,29,1/6/88,40-265,LAL,,DAL,W (+14),1,32:00:00,10,14,0.714,0,0,,1,2,0.5,2,6,8,2,1,0,0,1,21,1436
Kareem Abdul Jabbar,Regular Season,30,30,1/8/88,40-267,LAL,@,DET,W (+2),1,33:00:00,6,14,0.429,0,0,,1,4,0.25,3,4,7,2,2,0,1,4,13,1437
Kareem Abdul Jabbar,Regular Season,31,31,1/9/88,40-268,LAL,@,IND,W (+3),1,29:00:00,4,11,0.364,0,0,,1,2,0.5,1,7,8,1,0,0,3,2,9,1438
Kareem Abdul Jabbar,Regular Season,32,32,1/12/88,40-271,LAL,,GSW,W (+4),1,28:00:00,7,14,0.5,0,0,,2,4,0.5,2,5,7,2,0,2,2,3,16,1439
Kareem Abdul Jabbar,Regular Season,33,33,1/13/88,40-272,LAL,@,LAC,L (-1),1,28:00:00,8,11,0.727,0,0,,1,2,0.5,2,3,5,0,1,0,2,5,17,1440
Kareem Abdul Jabbar,Regular Season,34,34,1/16/88,40-275,LAL,@,PHO,W (+11),1,30:00:00,3,10,0.3,0,0,,3,4,0.75,1,3,4,1,0,0,2,2,9,1441
Kareem Abdul Jabbar,Regular Season,35,35,1/18/88,40-277,LAL,,HOU,W (+11),1,33:00:00,8,12,0.667,0,0,,4,5,0.8,0,5,5,1,0,1,0,3,20,1442
Kareem Abdul Jabbar,Regular Season,36,36,1/21/88,40-280,LAL,@,DEN,L (-2),1,28:00:00,5,8,0.625,0,0,,4,4,1,1,7,8,1,0,0,2,5,14,1443
Kareem Abdul Jabbar,Regular Season,37,37,1/22/88,40-281,LAL,,NYK,W (+1),1,31:00:00,11,18,0.611,0,0,,2,2,1,2,3,5,1,1,0,2,3,24,1444
Kareem Abdul Jabbar,Regular Season,38,38,1/24/88,40-283,LAL,@,SEA,W (+7),1,35:00:00,8,14,0.571,0,0,,2,2,1,1,6,7,3,0,1,6,2,18,1445
Kareem Abdul Jabbar,Regular Season,39,39,1/26/88,40-285,LAL,,UTA,W (+11),1,27:00:00,3,9,0.333,0,0,,2,2,1,2,4,6,1,0,1,1,2,8,1446
Kareem Abdul Jabbar,Regular Season,40,40,1/28/88,40-287,LAL,@,SAC,W (+21),1,26:00:00,5,11,0.455,0,0,,3,4,0.75,1,5,6,1,1,2,1,1,13,1447
Kareem Abdul Jabbar,Regular Season,41,41,1/29/88,40-288,LAL,,ATL,W (+10),1,28:00:00,6,11,0.545,0,0,,3,5,0.6,0,3,3,2,0,2,3,4,15,1448
Kareem Abdul Jabbar,Regular Season,42,42,2/2/88,40-292,LAL,,CHI,W (+9),1,30:00:00,4,7,0.571,0,0,,5,5,1,0,8,8,2,2,2,2,2,13,1449
Kareem Abdul Jabbar,Regular Season,43,43,2/4/88,40-294,LAL,@,LAC,W (+31),1,27:00:00,5,11,0.455,0,0,,3,4,0.75,3,7,10,2,2,0,1,2,13,1450
Kareem Abdul Jabbar,Regular Season,44,44,2/9/88,40-299,LAL,,IND,L (-2),1,29:00:00,7,16,0.438,0,0,,7,9,0.778,3,4,7,0,0,0,2,3,21,1451
Kareem Abdul Jabbar,Regular Season,45,45,2/11/88,40-301,LAL,@,DEN,W (+12),1,19:00,1,4,0.25,0,0,,5,6,0.833,1,3,4,2,0,0,2,3,7,1452
Kareem Abdul Jabbar,Regular Season,46,46,2/12/88,40-302,LAL,@,SAS,W (+1),1,28:00:00,8,12,0.667,0,0,,2,2,1,1,4,5,1,1,4,1,6,18,1453
Kareem Abdul Jabbar,Regular Season,47,47,2/14/88,40-304,LAL,,BOS,W (+9),1,34:00:00,8,19,0.421,0,0,,1,1,1,2,7,9,0,1,3,0,3,17,1454
Kareem Abdul Jabbar,Regular Season,48,48,2/16/88,40-306,LAL,,LAC,W (+19),1,24:00:00,5,9,0.556,0,0,,0,0,,1,2,3,3,1,1,1,3,10,1455
Kareem Abdul Jabbar,Regular Season,49,49,2/18/88,40-308,LAL,@,HOU,W (+15),1,32:00:00,8,11,0.727,0,0,,0,0,,2,6,8,2,0,2,5,1,16,1456
Kareem Abdul Jabbar,Regular Season,50,50,2/19/88,40-309,LAL,@,ATL,W (+7),1,40:00:00,3,11,0.273,0,0,,6,7,0.857,2,3,5,0,0,0,1,3,12,1457
Kareem Abdul Jabbar,Regular Season,51,51,2/21/88,40-311,LAL,,DET,W (+7),1,26:00:00,6,13,0.462,0,0,,8,9,0.889,2,4,6,2,1,3,1,4,20,1458
Kareem Abdul Jabbar,Regular Season,52,52,2/26/88,40-316,LAL,,UTA,W (+7),1,35:00:00,9,19,0.474,0,0,,3,5,0.6,2,3,5,3,1,2,1,2,21,1459
Kareem Abdul Jabbar,Regular Season,53,53,2/28/88,40-318,LAL,,PHO,W (+14),1,23:00,2,5,0.4,0,0,,0,0,,0,2,2,2,0,0,1,2,4,1460
Kareem Abdul Jabbar,Regular Season,54,54,3/1/88,40-320,LAL,@,SEA,L (-14),1,24:00:00,1,7,0.143,0,0,,0,0,,1,6,7,0,0,0,2,4,2,1461
Kareem Abdul Jabbar,Regular Season,55,55,3/4/88,40-323,LAL,,GSW,W (+13),1,26:00:00,4,6,0.667,0,0,,2,3,0.667,1,5,6,1,1,4,2,1,10,1462
Kareem Abdul Jabbar,Regular Season,56,56,3/6/88,40-325,LAL,@,DAL,W (+11),1,34:00:00,10,13,0.769,0,0,,0,0,,3,4,7,3,0,0,2,3,20,1463
Kareem Abdul Jabbar,Regular Season,57,57,3/7/88,40-326,LAL,@,PHI,W (+6),1,31:00:00,5,7,0.714,0,0,,2,2,1,0,5,5,2,0,3,0,5,12,1464
Kareem Abdul Jabbar,Regular Season,58,58,3/9/88,40-328,LAL,@,NYK,W (+5),1,34:00:00,5,10,0.5,0,0,,4,4,1,1,5,6,2,0,2,3,3,14,1465
Kareem Abdul Jabbar,Regular Season,59,59,3/10/88,40-329,LAL,@,CHI,L (-21),1,25:00:00,6,12,0.5,0,0,,1,1,1,1,0,1,2,1,0,1,2,13,1466
Kareem Abdul Jabbar,Regular Season,60,60,3/12/88,40-331,LAL,,DAL,L (-9),1,32:00:00,4,15,0.267,0,1,0,3,4,0.75,1,7,8,1,1,2,3,1,11,1467
Kareem Abdul Jabbar,Regular Season,61,61,3/14/88,40-333,LAL,,NJN,W (+10),1,24:00:00,7,14,0.5,0,0,,4,5,0.8,0,5,5,1,0,1,1,1,18,1468
Kareem Abdul Jabbar,Regular Season,62,62,3/15/88,40-334,LAL,@,POR,L (-17),1,24:00:00,3,9,0.333,0,0,,0,0,,1,2,3,2,1,0,3,1,6,1469
Kareem Abdul Jabbar,Regular Season,63,63,3/19/88,40-338,LAL,@,PHO,L (-7),1,36:00:00,7,18,0.389,0,0,,1,2,0.5,5,7,12,1,2,0,1,3,15,1470
Kareem Abdul Jabbar,Regular Season,64,64,3/20/88,40-339,LAL,@,GSW,W (+3),1,22:00,7,10,0.7,0,0,,2,2,1,3,2,5,2,0,1,4,5,16,1471
Kareem Abdul Jabbar,Regular Season,65,65,3/22/88,40-341,LAL,,HOU,W (+22),1,25:00:00,3,7,0.429,0,0,,7,10,0.7,0,7,7,3,0,0,3,1,13,1472
Kareem Abdul Jabbar,Regular Season,66,66,3/25/88,40-344,LAL,,DEN,L (-1),1,31:00:00,6,11,0.545,0,0,,3,5,0.6,3,7,10,2,1,1,5,2,15,1473
Kareem Abdul Jabbar,Regular Season,67,67,3/26/88,40-345,LAL,@,SAC,L (-22),1,25:00:00,3,12,0.25,0,0,,2,2,1,1,4,5,2,0,0,0,2,8,1474
Kareem Abdul Jabbar,Regular Season,68,68,3/29/88,40-348,LAL,,UTA,W (+11),1,31:00:00,9,14,0.643,0,0,,3,4,0.75,2,3,5,4,1,1,3,5,21,1475
Kareem Abdul Jabbar,Regular Season,69,69,4/2/88,40-352,LAL,@,UTA,L (-14),1,29:00:00,4,6,0.667,0,0,,6,8,0.75,1,5,6,2,0,1,0,0,14,1476
Kareem Abdul Jabbar,Regular Season,70,70,4/3/88,40-353,LAL,,SAC,W (+4),1,30:00:00,9,12,0.75,0,0,,1,2,0.5,1,5,6,3,2,1,1,4,19,1477
Kareem Abdul Jabbar,Regular Season,71,71,4/5/88,40-355,LAL,,SEA,W (+4),1,26:00:00,2,4,0.5,0,0,,4,6,0.667,1,3,4,2,1,3,2,5,8,1478
Kareem Abdul Jabbar,Regular Season,72,72,4/8/88,40-358,LAL,,LAC,W (+19),1,24:00:00,7,12,0.583,0,0,,1,2,0.5,1,5,6,3,3,2,0,1,15,1479
Kareem Abdul Jabbar,Regular Season,73,73,4/9/88,40-359,LAL,@,POR,L (-10),1,24:00:00,5,10,0.5,0,0,,1,2,0.5,1,3,4,2,1,0,2,4,11,1480
Kareem Abdul Jabbar,Regular Season,74,74,4/12/88,40-362,LAL,,POR,W (+6),1,30:00:00,7,12,0.583,0,0,,1,2,0.5,2,3,5,0,0,1,6,2,15,1481
Kareem Abdul Jabbar,Regular Season,75,75,4/13/88,40-363,LAL,@,DEN,L (-14),1,21:00,5,9,0.556,0,0,,1,1,1,1,4,5,3,0,0,2,1,11,1482
Kareem Abdul Jabbar,Regular Season,76,76,4/15/88,40-365,LAL,,PHO,W (+3),1,38:00:00,9,15,0.6,0,0,,4,6,0.667,3,3,6,2,1,3,2,2,22,1483
Kareem Abdul Jabbar,Regular Season,77,77,4/17/88,41-001,LAL,@,HOU,L (-8),1,28:00:00,6,13,0.462,0,0,,5,5,1,1,5,6,1,1,2,2,2,17,1484
Kareem Abdul Jabbar,Regular Season,78,78,4/19/88,41-003,LAL,@,SAS,W (+7),1,27:00:00,9,15,0.6,0,0,,7,8,0.875,2,4,6,3,1,0,2,3,25,1485
Kareem Abdul Jabbar,Regular Season,79,79,4/20/88,41-004,LAL,@,DAL,W (+7),1,29:00:00,6,9,0.667,0,0,,2,2,1,2,7,9,4,0,1,2,2,14,1486
Kareem Abdul Jabbar,Regular Season,80,80,4/24/88,41-008,LAL,,GSW,W (+36),1,8:00,4,4,1,0,0,,0,0,,1,3,4,0,1,1,0,1,8,1487
Kareem Abdul Jabbar,Regular Season,1,1,11/4/88,41-202,LAL,@,DAL,W (+3),1,23:00,3,10,0.3,0,0,,3,4,0.75,2,1,3,0,1,0,2,3,9,1488
Kareem Abdul Jabbar,Regular Season,2,2,11/5/88,41-203,LAL,@,SAS,L (-15),1,31:00:00,5,7,0.714,0,0,,6,8,0.75,1,11,12,2,1,1,5,3,16,1489
Kareem Abdul Jabbar,Regular Season,3,3,11/8/88,41-206,LAL,@,GSW,W (+12),1,21:00,3,8,0.375,0,0,,0,0,,0,5,5,0,0,0,2,2,6,1490
Kareem Abdul Jabbar,Regular Season,4,4,11/9/88,41-207,LAL,,DEN,W (+18),1,18:00,3,4,0.75,0,0,,0,0,,0,2,2,0,0,2,1,1,6,1491
Kareem Abdul Jabbar,Regular Season,5,5,11/11/88,41-209,LAL,,SEA,W (+11),1,25:00:00,2,7,0.286,0,0,,0,0,,1,3,4,3,0,0,2,1,4,1492
Kareem Abdul Jabbar,Regular Season,6,6,11/15/88,41-213,LAL,@,DEN,W (+2),1,20:00,3,11,0.273,0,0,,2,2,1,2,5,7,2,0,1,1,2,8,1493
Kareem Abdul Jabbar,Regular Season,7,7,11/17/88,41-215,LAL,@,SEA,L (-3),1,26:00:00,1,3,0.333,0,0,,0,0,,0,6,6,2,0,1,2,1,2,1494
Kareem Abdul Jabbar,Regular Season,8,8,11/18/88,41-216,LAL,,POR,W (+1),1,30:00:00,3,7,0.429,0,0,,2,2,1,0,8,8,2,1,1,1,3,8,1495
Kareem Abdul Jabbar,Regular Season,9,9,11/22/88,41-220,LAL,@,NYK,W (+12),1,30:00:00,5,13,0.385,0,1,0,2,2,1,4,2,6,3,1,0,1,4,12,1496
Kareem Abdul Jabbar,Regular Season,10,10,11/26/88,41-224,LAL,@,DET,L (-3),1,24:00:00,7,10,0.7,0,0,,0,0,,1,0,1,1,0,0,0,2,14,1497
Kareem Abdul Jabbar,Regular Season,11,11,11/28/88,41-226,LAL,@,PHI,W (+5),1,31:00:00,6,15,0.4,0,0,,1,1,1,0,2,2,1,1,3,0,3,13,1498
Kareem Abdul Jabbar,Regular Season,12,12,12/13/88,41-241,LAL,@,CLE,W (+9),1,17:00,2,6,0.333,0,0,,2,2,1,0,1,1,2,1,0,0,1,6,1499
Kareem Abdul Jabbar,Regular Season,13,13,12/14/88,41-242,LAL,@,NJN,L (-5),1,28:00:00,1,7,0.143,0,0,,3,4,0.75,0,2,2,1,0,0,0,2,5,1500
Kareem Abdul Jabbar,Regular Season,14,14,12/16/88,41-244,LAL,@,BOS,L (-14),1,27:00:00,5,13,0.385,0,0,,0,1,0,3,3,6,0,0,0,0,2,10,1501
Kareem Abdul Jabbar,Regular Season,15,15,12/18/88,41-246,LAL,@,WSB,L (-5),1,24:00:00,6,10,0.6,0,0,,4,5,0.8,4,1,5,1,1,0,1,4,16,1502
Kareem Abdul Jabbar,Regular Season,16,16,12/20/88,41-248,LAL,@,CHI,L (-13),1,10:00,2,3,0.667,0,0,,0,0,,0,1,1,0,1,0,0,1,4,1503
Kareem Abdul Jabbar,Regular Season,17,17,12/23/88,41-251,LAL,,SAC,W (+18),1,23:00,5,7,0.714,0,0,,6,6,1,3,4,7,2,0,0,0,3,16,1504
Kareem Abdul Jabbar,Regular Season,18,18,12/25/88,41-253,LAL,@,UTA,L (-14),1,23:00,2,7,0.286,0,1,0,1,2,0.5,1,0,1,1,0,0,2,2,5,1505
Kareem Abdul Jabbar,Regular Season,19,19,12/26/88,41-254,LAL,@,PHO,L (-15),1,21:00,2,8,0.25,0,0,,2,4,0.5,0,1,1,0,0,1,2,3,6,1506
Kareem Abdul Jabbar,Regular Season,20,20,12/28/88,41-256,LAL,,PHI,W (+5),1,24:00:00,4,9,0.444,0,0,,2,2,1,0,3,3,0,1,1,2,4,10,1507
Kareem Abdul Jabbar,Regular Season,21,21,12/30/88,41-258,LAL,,LAC,W (+15),1,19:00,4,10,0.4,0,0,,4,4,1,1,0,1,0,1,1,1,1,12,1508
Kareem Abdul Jabbar,Regular Season,22,22,1/3/89,41-262,LAL,@,SEA,L (-10),1,14:00,3,5,0.6,0,0,,0,0,,0,1,1,1,0,0,0,3,6,1509
Kareem Abdul Jabbar,Regular Season,23,23,1/4/89,41-263,LAL,,POR,W (+13),1,16:00,2,7,0.286,0,0,,0,0,,1,2,3,1,0,0,2,3,4,1510
Kareem Abdul Jabbar,Regular Season,24,24,1/6/89,41-265,LAL,,MIA,W (+32),1,22:00,4,6,0.667,0,0,,0,1,0,2,2,4,1,0,3,0,2,8,1511
Kareem Abdul Jabbar,Regular Season,25,25,1/8/89,41-267,LAL,,SAS,W (+30),1,18:00,5,11,0.455,0,1,0,0,0,,4,4,8,3,0,4,0,3,10,1512
Kareem Abdul Jabbar,Regular Season,26,26,1/10/89,41-269,LAL,@,SAC,L (-9),1,17:00,2,7,0.286,0,0,,0,0,,2,1,3,0,1,1,1,3,4,1513
Kareem Abdul Jabbar,Regular Season,27,27,1/13/89,41-272,LAL,,CLE,W (+21),1,28:00:00,3,6,0.5,0,0,,0,0,,0,7,7,2,1,0,2,2,6,1514
Kareem Abdul Jabbar,Regular Season,28,28,1/15/89,41-274,LAL,@,LAC,W (+21),1,31:00:00,5,13,0.385,0,0,,2,4,0.5,2,3,5,1,0,0,2,4,12,1515
Kareem Abdul Jabbar,Regular Season,29,29,1/16/89,41-275,LAL,,HOU,W (+11),1,29:00:00,6,8,0.75,0,0,,0,0,,1,2,3,0,0,2,2,3,12,1516
Kareem Abdul Jabbar,Regular Season,30,30,1/18/89,41-277,LAL,,LAC,W (+21),1,30:00:00,5,13,0.385,0,0,,3,4,0.75,4,5,9,0,1,3,2,3,13,1517
Kareem Abdul Jabbar,Regular Season,31,31,1/20/89,41-279,LAL,,DAL,W (+16),1,23:00,2,6,0.333,0,0,,7,10,0.7,0,1,1,1,0,6,0,2,11,1518
Kareem Abdul Jabbar,Regular Season,32,32,1/24/89,41-283,LAL,,NYK,L (-5),1,24:00:00,7,13,0.538,0,0,,0,0,,0,1,1,4,0,1,2,6,14,1519
Kareem Abdul Jabbar,Regular Season,33,33,1/27/89,41-286,LAL,,CHH,W (+17),1,23:00,9,13,0.692,0,0,,1,1,1,1,5,6,1,0,3,2,3,19,1520
Kareem Abdul Jabbar,Regular Season,34,34,1/29/89,41-288,LAL,@,DAL,W (+25),1,21:00,8,12,0.667,0,0,,1,1,1,2,2,4,2,1,0,1,4,17,1521
Kareem Abdul Jabbar,Regular Season,35,35,1/31/89,41-290,LAL,@,HOU,W (+11),1,18:00,3,5,0.6,0,0,,0,0,,0,3,3,3,0,0,1,3,6,1522
Kareem Abdul Jabbar,Regular Season,36,36,2/1/89,41-291,LAL,@,PHO,L (-17),1,22:00,7,10,0.7,0,0,,1,3,0.333,1,0,1,1,0,0,0,1,15,1523
Kareem Abdul Jabbar,Regular Season,37,37,2/3/89,41-293,LAL,,POR,W (+11),1,22:00,6,11,0.545,0,0,,3,6,0.5,2,2,4,3,1,0,1,3,15,1524
Kareem Abdul Jabbar,Regular Season,38,38,2/5/89,41-295,LAL,,NJN,W (+18),1,29:00:00,8,17,0.471,0,0,,2,2,1,3,6,9,0,0,1,1,2,18,1525
Kareem Abdul Jabbar,Regular Season,39,39,2/8/89,41-298,LAL,,GSW,L (-3),1,27:00:00,2,7,0.286,0,0,,4,4,1,1,1,2,0,1,1,2,3,8,1526
Kareem Abdul Jabbar,Regular Season,40,40,2/14/89,41-304,LAL,,DET,L (-8),1,31:00:00,8,17,0.471,0,0,,5,6,0.833,0,3,3,1,0,1,1,2,21,1527
Kareem Abdul Jabbar,Regular Season,41,41,2/16/89,41-306,LAL,@,POR,W (+9),1,23:00,3,7,0.429,0,0,,2,2,1,0,4,4,0,4,2,4,3,8,1528
Kareem Abdul Jabbar,Regular Season,42,42,2/19/89,41-309,LAL,,BOS,W (+9),1,27:00:00,4,13,0.308,0,0,,0,0,,1,4,5,1,0,2,2,4,8,1529
Kareem Abdul Jabbar,Regular Season,43,43,2/20/89,41-310,LAL,@,SAC,W (+3),1,21:00,4,9,0.444,0,0,,0,0,,0,3,3,1,2,0,1,5,8,1530
Kareem Abdul Jabbar,Regular Season,44,44,2/22/89,41-312,LAL,@,UTA,L (-26),1,21:00,3,9,0.333,0,0,,0,0,,4,2,6,0,0,5,2,2,6,1531
Kareem Abdul Jabbar,Regular Season,45,45,2/24/89,41-314,LAL,,SAC,W (+12),1,20:00,4,7,0.571,0,0,,5,6,0.833,0,3,3,1,0,4,1,2,13,1532
Kareem Abdul Jabbar,Regular Season,46,46,2/26/89,41-316,LAL,,PHO,W (+12),1,23:00,7,10,0.7,0,0,,3,4,0.75,2,3,5,2,1,2,0,3,17,1533
Kareem Abdul Jabbar,Regular Season,47,47,3/1/89,41-319,LAL,,GSW,W (+21),1,20:00,3,8,0.375,0,0,,6,6,1,3,5,8,1,0,2,2,1,12,1534
Kareem Abdul Jabbar,Regular Season,48,48,3/3/89,41-321,LAL,,IND,W (+22),1,24:00:00,5,8,0.625,0,0,,1,2,0.5,1,1,2,0,0,2,0,1,11,1535
Kareem Abdul Jabbar,Regular Season,49,49,3/5/89,41-323,LAL,@,HOU,L (-5),1,19:00,3,6,0.5,0,0,,1,2,0.5,1,2,3,0,0,0,1,3,7,1536
Kareem Abdul Jabbar,Regular Season,50,50,3/7/89,41-325,LAL,@,ATL,W (+9),1,29:00:00,7,13,0.538,0,0,,2,2,1,2,2,4,0,0,0,2,4,16,1537
Kareem Abdul Jabbar,Regular Season,51,51,3/8/89,41-326,LAL,@,MIA,W (+40),1,16:00,5,5,1,0,0,,0,0,,0,4,4,0,1,3,1,2,10,1538
Kareem Abdul Jabbar,Regular Season,52,52,3/10/89,41-328,LAL,@,CHH,W (+33),1,25:00:00,5,9,0.556,0,0,,0,0,,1,8,9,1,1,1,0,3,10,1539
Kareem Abdul Jabbar,Regular Season,53,53,3/12/89,41-330,LAL,@,GSW,W (+11),1,30:00:00,7,11,0.636,0,0,,5,5,1,6,5,11,2,2,1,1,3,19,1540
Kareem Abdul Jabbar,Regular Season,54,54,3/13/89,41-331,LAL,,HOU,W (+1),1,33:00:00,8,15,0.533,0,0,,5,8,0.625,8,5,13,1,0,2,2,4,21,1541
Kareem Abdul Jabbar,Regular Season,55,55,3/17/89,41-335,LAL,,DAL,W (+3),1,32:00:00,2,11,0.182,0,0,,1,2,0.5,3,8,11,1,0,3,2,4,5,1542
Kareem Abdul Jabbar,Regular Season,56,56,3/19/89,41-337,LAL,,ATL,L (-2),1,20:00,2,7,0.286,0,0,,0,0,,0,6,6,3,0,0,5,4,4,1543
Kareem Abdul Jabbar,Regular Season,57,57,3/21/89,41-339,LAL,,CHI,L (-1),1,21:00,4,7,0.571,0,0,,4,4,1,1,5,6,0,0,1,1,3,12,1544
Kareem Abdul Jabbar,Regular Season,58,58,3/23/89,41-341,LAL,@,SAC,W (+23),1,21:00,3,7,0.429,0,0,,0,0,,3,5,8,0,1,3,1,3,6,1545
Kareem Abdul Jabbar,Regular Season,59,59,3/26/89,41-344,LAL,,PHO,W (+2),1,15:00,4,9,0.444,0,0,,4,7,0.571,0,1,1,1,0,1,0,3,12,1546
Kareem Abdul Jabbar,Regular Season,60,60,3/28/89,41-346,LAL,@,PHO,L (-23),1,22:00,3,14,0.214,0,0,,0,2,0,5,1,6,1,0,0,1,2,6,1547
Kareem Abdul Jabbar,Regular Season,61,61,3/30/89,41-348,LAL,,SAS,W (+40),1,18:00,2,5,0.4,0,0,,0,0,,0,2,2,2,1,5,0,2,4,1548
Kareem Abdul Jabbar,Regular Season,62,62,4/1/89,41-350,LAL,@,DEN,L (-6),1,28:00:00,5,15,0.333,0,0,,3,3,1,2,7,9,0,1,1,0,4,13,1549
Kareem Abdul Jabbar,Regular Season,63,63,4/2/89,41-351,LAL,,MIL,W (+1),1,22:00,4,8,0.5,0,0,,2,4,0.5,1,2,3,2,2,0,3,3,10,1550
Kareem Abdul Jabbar,Regular Season,64,64,4/4/89,41-353,LAL,@,SEA,W (+18),1,14:00,1,4,0.25,0,0,,0,0,,0,4,4,0,0,1,0,2,2,1551
Kareem Abdul Jabbar,Regular Season,65,65,4/7/89,41-356,LAL,,UTA,L (-2),1,33:00:00,5,13,0.385,0,0,,3,5,0.6,1,1,2,1,1,0,1,3,13,1552
